Id,SalePrice
1562,130533.60666666667
1563,120583.60666666667
1564,166566.43333333332
1565,150891.12333333332
1566,197813.29666666666
1567,81922.03
1568,213858.8
1569,145683.30666666667
1570,130046.89333333333
1571,133495.36333333334
1572,143853.43
1573,232188.76666666666
1574,143578.74333333335
1575,199962.84333333332
1576,201056.83333333334
1577,208233.14285714287
1578,144111.93666666668
1579,144351.03333333333
1580,188644.0
1581,139150.61666666667
1582,124302.0
1583,342486.7266666667
1584,236755.22
1585,138859.05555555553
1586,76124.94888888887
1587,103687.85333333333
1588,148547.78666666665
1589,110265.86333333333
1590,135265.88666666666
1591,111448.77333333333
1592,133794.68
1593,114661.24333333333
1594,156793.58666666667
1595,144047.85333333333
1596,246118.38333333333
1597,152365.49333333335
1598,175423.67190476193
1599,207946.06666666668
1600,200863.49666666667
1601,58511.083333333336
1602,116147.44166666667
1603,93328.92
1604,275155.07
1605,253813.84333333332
1606,170782.07333333333
1607,185437.83666666667
1608,216948.57333333333
1609,205443.48
1610,165773.15111111113
1611,152724.86333333334
1612,189955.61
1613,173409.02
1614,120177.61
1615,80017.92555555554
1616,80017.92555555554
1617,81142.7311111111
1618,129982.71666666666
1619,135792.86666666667
1620,180892.88
1621,135886.08277777777
1622,146426.17666666667
1623,259685.68
1624,203989.8
1625,118564.76
1626,177989.96666666667
1627,182520.07333333333
1628,260730.11
1629,170371.91666666666
1630,327210.64666666667
1631,231415.23333333334
1632,247080.2
1633,164258.81
1634,179799.27333333335
1635,171972.98666666666
1636,168073.96333333335
1637,170160.47666666665
1638,214185.1
1639,180969.57333333333
1640,254364.75666666665
1641,181480.24666666667
1642,226784.47666666665
1643,244868.62666666668
1644,227978.92333333334
1645,182074.69333333333
1646,153710.16
1647,162957.43333333332
1648,152033.39333333334
1649,134540.26
1650,117924.0
1651,120373.93666666666
1652,91937.76984126982
1653,95662.72222222223
1654,170333.16666666666
1655,154134.43333333332
1656,152702.0
1657,157605.61333333334
1658,163206.67333333334
1659,141422.56666666668
1660,142521.85666666666
1661,453646.44
1662,402008.74666666664
1663,389624.9066666667
1664,452361.53
1665,353976.73
1666,245162.26333333334
1667,326593.3233333333
1668,353234.37666666665
1669,300608.36333333334
1670,358220.44333333336
1671,249637.94
1672,476838.7
1673,303245.83
1674,249690.73333333334
1675,189122.14333333334
1676,189827.02666666667
1677,217959.76035714286
1678,417814.28
1679,364751.79
1680,335570.55666666664
1681,286173.06
1682,296024.54333333333
1683,180287.005
1684,175822.01333333334
1685,172885.08111111113
1686,168486.36333333334
1687,167335.53666666665
1688,194360.28333333333
1689,193055.86666666667
1690,181077.13888888888
1691,163531.85
1692,264758.3566666667
1693,164368.17523809522
1694,178728.23333333334
1695,173183.63333333333
1696,262911.05333333334
1697,175731.49666666667
1698,334943.9666666667
1699,353309.45666666667
1700,234172.77333333335
1701,253712.33333333334
1702,259793.9
1703,273992.15
1704,272540.99
1705,265776.89666666667
1706,447222.41333333333
1707,222139.92333333334
1708,218922.44952380954
1709,292124.0966666667
1710,243695.56666666668
1711,258152.97666666665
1712,275293.2966666667
1713,253910.60666666666
1714,213723.23333333334
1715,201329.58333333334
1716,193224.10666666666
1717,179692.415
1718,138040.94
1719,206026.48888888888
1720,245265.55
1721,175104.95333333334
1722,133812.83333333334
1723,157818.74333333335
1724,214981.07
1725,233154.94333333333
1726,192544.83333333334
1727,174587.62
1728,178913.94444444447
1729,162947.29666666666
1730,166020.87333333332
1731,128313.61
1732,126443.16333333333
1733,115715.92
1734,131501.91666666666
1735,130904.0
1736,118301.36
1737,325074.2166666667
1738,220437.1086904762
1739,295162.7966666667
1740,210654.45
1741,183962.66952380954
1742,171192.43916666668
1743,176876.5611111111
1744,294607.41333333333
1745,250322.90666666668
1746,271936.51
1747,212869.5
1748,213307.69333333333
1749,160885.30666666667
1750,148273.89666666667
1751,230401.41333333333
1752,119062.37
1753,151931.94
1754,217541.33333333334
1755,164852.99666666667
1756,111817.98333333334
1757,121569.65333333334
1758,146561.95666666667
1759,151899.35333333333
1760,162526.76333333334
1761,157266.19
1762,172987.40666666668
1763,168731.3
1764,121639.83333333333
1765,157696.25
1766,169401.48666666666
1767,193970.71
1768,136245.66666666666
1769,160279.05
1770,140791.55
1771,140134.08333333334
1772,130966.24666666667
1773,140257.14
1774,135822.96666666667
1775,133949.76666666666
1776,114867.76666666666
1777,107071.50333333333
1778,128880.83333333333
1779,114439.97
1780,172153.70777777777
1781,132026.33333333334
1782,98219.18333333333
1783,132917.82166666666
1784,88206.91666666667
1785,113157.45333333334
1786,172199.23333333334
1787,173912.9
1788,59749.18666666667
1789,107722.85166666667
1790,74551.36666666667
1791,193376.51666666666
1792,143656.22666666665
1793,146115.5
1794,140318.33333333334
1795,138856.43333333332
1796,127027.45
1797,126041.58333333333
1798,132046.33333333334
1799,109353.78666666667
1800,122653.47666666667
1801,131260.80666666667
1802,158472.31333333332
1803,149471.5
1804,139319.16666666666
1805,135954.16666666666
1806,120734.63
1807,148245.55
1808,122748.64333333333
1809,125493.77333333333
1810,152166.86666666667
1811,107688.39333333333
1812,111266.97666666667
1813,126197.64
1814,90518.33333333333
1815,66782.01666666666
1816,91763.66666666667
1817,126475.94666666667
1818,144317.2
1819,123936.70333333334
1820,75675.0
1821,122059.24666666667
1822,162097.77333333335
1823,61450.5
1824,139204.63333333333
1825,140738.87666666668
1826,103830.57666666666
1827,111106.32666666666
1828,140460.72666666665
1829,114207.16333333333
1830,145659.5
1831,172130.5
1832,128229.12
1833,139720.60666666666
1834,135498.1
1835,169849.0
1836,132745.93333333332
1837,88811.06666666667
1838,136424.18666666668
1839,79561.94666666668
1840,164004.59666666668
1841,146494.33
1842,94859.37333333334
1843,139348.0
1844,135736.67444444445
1845,143918.77333333335
1846,151237.45666666667
1847,156172.12333333332
1848,61539.806666666664
1849,113327.78333333334
1850,132115.53333333333
1851,146928.96666666667
1852,136978.83333333334
1853,142023.63333333333
1854,169826.05333333334
1855,147734.28555555554
1856,225054.9
1857,154130.67666666667
1858,141947.81666666668
1859,120867.13333333333
1860,157022.43666666668
1861,120583.30666666667
1862,274302.75333333336
1863,274302.75333333336
1864,274302.75333333336
1865,344197.03
1866,351854.4866666667
1867,249749.63666666666
1868,291346.0266666667
1869,194264.29
1870,235997.43666666668
1871,266532.4166666667
1872,166746.51
1873,228087.65333333332
1874,136673.5
1875,190950.55333333334
1876,195056.76666666666
1877,190383.7
1878,214037.46
1879,128927.98666666666
1880,132838.26666666666
1881,224528.31
1882,253243.60666666666
1883,199617.68333333332
1884,227742.0
1885,225436.10666666666
1886,280150.95666666667
1887,188418.40333333332
1888,253504.30333333334
1889,160656.51111111112
1890,133536.28666666665
1891,143791.0
1892,115215.06333333334
1893,126750.0
1894,131816.04
1895,147603.77333333335
1896,124706.77666666667
1897,123658.92
1898,101887.23333333334
1899,135768.25666666665
1900,137543.09333333332
1901,155608.52666666667
1902,113770.39333333333
1903,234598.89
1904,141814.79
1905,178925.12666666668
1906,140829.28666666665
1907,174207.08
1908,125205.35185714287
1909,136044.38488888886
1910,133477.695
1911,182666.51333333334
1912,277905.58
1913,145873.91666666666
1914,70832.09
1915,332785.9633333333
1916,70410.88
1917,256298.73666666666
1918,132558.1711111111
1919,154972.68
1920,162705.41333333333
1921,387635.3933333333
1922,325951.44666666666
1923,208370.12
1924,228360.11333333334
1925,224729.15
1926,385519.2133333333
1927,133678.21
1928,148391.33333333334
1929,124337.5
1930,135878.4488888889
1931,139605.19444444447
1932,130803.33333333336
1933,166342.89333333334
1934,180237.94
1935,180491.76333333334
1936,183808.24
1937,177814.33333333334
1938,164654.49333333335
1939,282855.41333333333
1940,206522.21666666667
1941,181013.10666666666
1942,185828.83333333334
1943,192324.85333333333
1944,318899.46
1945,346659.63333333336
1946,160076.0
1947,307649.91333333333
1948,171437.86666666667
1949,253264.50666666665
1950,178342.34666666668
1951,256242.98
1952,264882.14666666667
1953,166103.13333333333
1954,210511.61666666667
1955,125951.57666666666
1956,289412.08666666667
1957,162214.68333333332
1958,292454.05333333334
1959,146689.96666666667
1960,120782.79333333333
1961,127188.01
1962,91937.76984126982
1963,98389.56
1964,116282.55555555558
1965,165930.28333333333
1966,149695.56666666668
1967,267368.31666666665
1968,399327.04
1969,372130.88333333336
1970,421032.89
1971,428628.29333333333
1972,354297.3933333333
1973,272964.74333333335
1974,310710.51
1975,440450.33
1976,252181.89666666667
1977,338031.06333333335
1978,372569.5333333333
1979,358775.8566666667
1980,194025.99083333334
1981,341952.93
1982,239064.19333333333
1983,235823.97333333333
1984,165334.96031746033
1985,191329.24333333335
1986,199734.11083333334
1987,189864.09904761906
1988,180985.98333333334
1989,185982.23
1990,219409.53333333333
1991,217959.76035714286
1992,214476.68333333332
1993,171598.09666666668
1994,242910.96666666667
1995,184794.06666666668
1996,253608.10666666666
1997,332520.6433333333
1998,341670.43666666665
1999,246801.51
2000,303429.11333333334
2001,253546.27333333335
2002,229121.36333333334
2003,266003.3233333333
2004,255432.85
2005,245862.14666666667
2006,228233.13666666666
2007,264053.16333333333
2008,195696.44563492064
2009,197241.33333333334
2010,186545.8333333333
2011,140026.62666666668
2012,186044.02666666667
2013,179965.9713888889
2014,190024.33333333334
2015,190016.0
2016,199481.66666666666
2017,204584.83333333334
2018,129116.1
2019,129083.83333333333
2020,117042.66666666667
2021,115156.20666666667
2022,165741.5
2023,160965.03333333333
2024,218112.19333333333
2025,414904.68666666665
2026,182714.6077777778
2027,147771.11
2028,155495.5
2029,172109.22
2030,277476.55666666664
2031,260449.46
2032,288305.2266666667
2033,272176.6
2034,160671.44222222222
2035,201241.02666666667
2036,190507.93
2037,190729.59666666668
2038,329125.7233333333
2039,191396.0
2040,420317.08
2041,285235.3566666667
2042,209260.99
2043,167645.33
2044,185906.13333333333
2045,244086.15333333332
2046,144012.36333333334
2047,144004.91
2048,139688.96666666667
2049,141832.91666666666
2050,156145.3
2051,107986.61428571428
2052,142502.16666666666
2053,145719.86333333334
2054,71176.19666666667
2055,161404.56
2056,131282.41666666666
2057,130420.45
2058,216354.52666666667
2059,144697.92
2060,163626.72
2061,162137.38
2062,136007.58333333334
2063,109660.26333333334
2064,134100.40333333332
2065,121322.55333333333
2066,190263.54666666666
2067,148379.0
2068,135225.98333333334
2069,91279.49
2070,107072.2
2071,95906.29
2072,156718.67
2073,130451.60333333333
2074,183752.15333333332
2075,141551.47666666665
2076,120597.75333333333
2077,145288.75
2078,132901.5
2079,129514.66666666667
2080,124681.0
2081,121107.34666666666
2082,136203.2
2083,141262.42666666667
2084,116068.17666666667
2085,137302.83333333334
2086,132970.23833333334
2087,130731.28333333334
2088,125873.14333333333
2089,97664.14333333333
2090,141897.41
2091,123287.83333333333
2092,132617.90666666668
2093,142881.03666666665
2094,149179.51666666666
2095,158588.86666666667
2096,90834.34666666666
2097,92766.62666666666
2098,144637.58
2099,53987.566666666666
2100,115352.25666666667
2101,129226.93666666666
2102,144423.87666666668
2103,100808.82333333333
2104,137027.95333333334
2105,127874.47666666667
2106,81093.07
2107,262438.91
2108,126649.62
2109,123262.34666666666
2110,117570.29666666666
2111,158936.54666666666
2112,141593.29
2113,119238.54333333333
2114,110447.69222222222
2115,150337.5
2116,115883.99666666667
2117,153237.59
2118,125594.52666666667
2119,101315.63333333333
2120,112511.14
2121,112352.74333333333
2122,76695.51
2123,99402.41666666667
2124,214460.23333333334
2125,128697.4
2126,165211.86333333334
2127,149636.47666666665
2128,139504.00666666665
2129,98999.08333333333
2130,143386.90666666668
2131,183238.9
2132,124122.82
2133,116214.23333333334
2134,119379.29333333333
2135,99850.77666666667
2136,89092.32
2137,126887.78666666667
2138,136573.75
2139,146198.31333333332
2140,136205.5
2141,133911.0077777778
2142,139503.45
2143,146651.00333333333
2144,110449.39333333333
2145,132392.0
2146,147978.7
2147,156870.56333333332
2148,123211.31333333334
2149,132389.23333333334
2150,242765.4
2151,128886.55555555555
2152,158599.78
2153,160644.83333333334
2154,110840.0
2155,122708.50777777779
2156,236382.49333333335
2157,222320.45666666667
2158,232568.15
2159,223113.55
2160,164680.57055555558
2161,256781.22333333333
2162,420220.2733333333
2163,355691.11333333334
2164,245062.32666666666
2165,172302.83333333334
2166,143267.69
2167,190465.96666666667
2168,210439.42666666667
2169,189327.72222222222
2170,220110.66666666666
2171,142583.59333333332
2172,141971.06
2173,161930.78333333333
2174,261946.65333333332
2175,306292.88333333336
2176,300070.9033333333
2177,270721.08
2178,223453.65666666668
2179,143177.98333333334
2180,182703.84
2181,195549.0375
2182,223026.31666666668
2183,201540.73
2184,137990.41666666666
2185,124203.54555555557
2186,148833.4
2187,143619.74666666667
2188,158649.38333333333
2189,191906.45666666667
2190,91870.16666666667
2191,91870.16666666667
2192,94109.87
2193,99900.22
2194,101251.61
2195,110118.77333333333
2196,106711.3
2197,111495.16666666667
2198,153738.88333333333
2199,168028.33333333334
2200,118194.06333333334
2201,127793.65333333334
2202,193215.28333333333
2203,167072.39333333334
2204,167438.58
2205,117045.94333333333
2206,138864.21666666667
2207,227666.02
2208,224887.66666666666
2209,168287.24
2210,126063.56852380952
2211,113258.28
2212,112854.0
2213,104037.64333333333
2214,140134.42
2215,101886.64333333333
2216,157812.94
2217,70995.56666666667
2218,99031.0
2219,82114.75
2220,64075.92333333333
2221,324027.67
2222,249474.91333333333
2223,268717.9733333333
2224,217305.35333333333
2225,133809.47666666665
2226,176962.09333333332
2227,197758.72333333333
2228,265690.0266666667
2229,233140.37333333332
2230,165224.04444444444
2231,206692.34444444443
2232,184498.27666666667
2233,172515.39333333334
2234,253370.13333333333
2235,200004.04
2236,271553.45
2237,351299.27
2238,199370.79
2239,129569.6
2240,167641.405
2241,145220.98666666666
2242,139658.76666666666
2243,136543.88666666666
2244,95337.64666666667
2245,89537.22111111111
2246,142745.44666666666
2247,104732.23555555554
2248,123832.5
2249,126739.66666666667
2250,134439.45666666667
2251,117989.01
2252,173552.83333333334
2253,161490.43444444446
2254,180115.42
2255,180218.66666666666
2256,173599.41666666666
2257,199300.4
2258,179626.55
2259,178727.5
2260,150378.7
2261,181670.71666666667
2262,202375.06666666668
2263,324503.58666666667
2264,444339.8433333333
2265,151016.25
2266,286021.25333333336
2267,344847.91333333333
2268,369249.8233333333
2269,166053.12333333332
2270,175649.1222222222
2271,255978.70333333334
2272,200202.33333333334
2273,168685.79
2274,170255.01333333334
2275,172466.66
2276,155304.36333333334
2277,172893.01
2278,145496.20333333334
2279,130327.65333333334
2280,116606.07333333333
2281,179011.08333333334
2282,178348.28
2283,91446.00841269841
2284,116361.25
2285,143336.95
2286,125338.81666666667
2287,341574.93333333335
2288,286604.67
2289,386080.7833333333
2290,416503.38
2291,324515.66333333333
2292,398247.94
2293,432786.32
2294,416186.68666666665
2295,441856.05333333334
2296,302363.75333333336
2297,307556.4033333333
2298,345780.06333333335
2299,419455.06
2300,324635.68
2301,275212.3333333333
2302,224590.88666666666
2303,256759.75333333333
2304,250770.22666666665
2305,187094.57333333333
2306,187094.57333333333
2307,190128.86
2308,221631.08666666667
2309,279011.8233333333
2310,242961.45666666667
2311,179793.22583333333
2312,177823.85
2313,176184.85
2314,168890.4311111111
2315,171652.60555555558
2316,175452.72333333333
2317,173029.14666666667
2318,172949.87138888892
2319,174125.46333333335
2320,186146.5077777778
2321,240197.71
2322,164504.93
2323,170763.93444444446
2324,166958.68333333332
2325,231125.45666666667
2326,164993.95
2327,210598.41666666666
2328,218018.68333333332
2329,180471.66666666666
2330,176533.66666666666
2331,372199.2866666667
2332,428636.7966666667
2333,318369.51
2334,265866.28
2335,261442.68
2336,325881.41
2337,198262.9725
2338,250127.49
2339,235320.79333333333
2340,387527.0733333333
2341,229092.17666666667
2342,228429.94666666666
2343,228487.62333333332
2344,243653.88
2345,248967.21
2346,226856.91333333333
2347,197427.32666666666
2348,225660.08
2349,170881.88
2350,281539.6066666667
2351,276329.63666666666
2352,266637.8333333333
2353,227665.50666666665
2354,131669.02333333335
2355,148109.42
2356,153433.62333333332
2357,209694.96833333332
2358,203933.33333333334
2359,125389.31777777779
2360,127268.0
2361,139893.26666666666
2362,288776.38666666666
2363,138595.71666666667
2364,151957.56666666668
2365,228278.78333333333
2366,192116.41666666666
2367,233835.01666666666
2368,205504.42333333334
2369,227171.70666666667
2370,174024.58333333334
2371,173581.55111111113
2372,189716.53666666665
2373,257854.83666666667
2374,310193.7966666667
2375,241107.44
2376,257923.63333333333
2377,308710.93666666665
2378,146769.61
2379,173402.4
2380,147811.66666666666
2381,154677.27
2382,193629.54333333333
2383,219146.62333333332
2384,250901.11333333334
2385,150693.62333333332
2386,142800.66666666666
2387,136789.93333333332
2388,100119.55666666667
2389,129159.79333333333
2390,138133.57
2391,132442.39
2392,116245.69333333333
2393,158128.73333333334
2394,142714.16666666666
2395,195184.28
2396,155543.94
2397,199011.16666666666
2398,119372.98333333334
2399,71672.5788888889
2400,54751.61666666667
2401,123845.66666666667
2402,135564.33333333334
2403,142059.53
2404,142342.67
2405,155209.95666666667
2406,138602.83333333334
2407,129149.64333333333
2408,141222.0
2409,145363.16666666666
2410,156828.91333333333
2411,119010.26666666666
2412,148690.0
2413,135637.56
2414,134483.0
2415,136308.9
2416,127128.05
2417,134357.76666666666
2418,127575.66666666667
2419,129982.36
2420,117515.83666666667
2421,151663.65333333332
2422,120117.06
2423,116630.42
2424,147801.66666666666
2425,190047.85333333333
2426,116248.49666666667
2427,133862.00666666665
2428,163098.91666666666
2429,113044.99666666667
2430,127286.83333333333
2431,122041.39
2432,137529.83333333334
2433,145358.16666666666
2434,140826.65333333332
2435,151115.94
2436,109289.56666666667
2437,118744.09666666666
2438,117647.92666666667
2439,118084.52333333333
2440,123140.58666666667
2441,105864.87
2442,108605.85333333333
2443,117133.96
2444,125352.99
2445,97049.91666666667
2446,104901.12666666666
2447,221278.94
2448,147172.12333333332
2449,105576.47666666667
2450,159413.91666666666
2451,129044.14
2452,201135.48333333334
2453,96175.03333333334
2454,127728.40333333334
2455,111260.36666666667
2456,124092.24666666667
2457,120555.88666666667
2458,103000.04
2459,113066.43333333333
2460,148540.52333333335
2461,119797.67666666667
2462,135015.59333333332
2463,111926.15666666666
2464,170132.2
2465,127358.22666666667
2466,117521.75333333333
2467,154152.84
2468,102077.83333333333
2469,104252.56
2470,193999.58
2471,218610.35333333333
2472,183841.34
2473,112559.0575
2474,112576.65666666666
2475,225028.5
2476,117327.8
2477,130297.05666666667
2478,168721.85
2479,124718.18
2480,141645.95
2481,130121.5
2482,131149.23333333334
2483,119688.16666666667
2484,130687.4
2485,121004.66666666667
2486,154429.49666666667
2487,191430.52333333335
2488,146015.04
2489,148810.08333333334
2490,149936.19666666666
2491,96302.60333333333
2492,182558.5
2493,136243.59666666668
2494,158847.43
2495,106991.25666666667
2496,236918.36666666667
2497,139517.9
2498,114761.13
2499,98262.48
2500,136101.3
2501,120055.26666666666
2502,144340.83333333334
2503,108413.55333333333
2504,179542.27666666667
2505,213933.89
2506,266158.1433333333
2507,354852.67333333334
2508,262014.85333333333
2509,216417.73333333334
2510,234895.19
2511,188347.89333333334
2512,216010.08333333334
2513,222038.74666666667
2514,239695.42
2515,146312.7
2516,153621.28672222223
2517,134948.74666666667
2518,140290.90333333332
2519,231109.92666666667
2520,206556.46666666667
2521,195041.5
2522,223034.26666666666
2523,132722.16666666666
2524,138509.19666666666
2525,143041.44666666666
2526,140491.59
2527,127739.33333333333
2528,127203.83333333333
2529,133717.0
2530,106837.82333333333
2531,223260.79666666666
2532,240656.25666666665
2533,201930.88666666666
2534,244455.5
2535,307268.5933333333
2536,222995.13666666666
2537,200594.43333333332
2538,183450.4266666667
2539,187478.35666666666
2540,178512.64333333334
2541,178805.66277777776
2542,172826.58
2543,126889.26666666666
2544,135963.47
2545,132751.50666666665
2546,148476.33333333334
2547,145688.12333333332
2548,165711.51333333334
2549,162825.7472222222
2550,349856.93666666665
2551,145693.22
2552,131806.18333333332
2553,88753.5
2554,122496.20666666667
2555,104721.46666666666
2556,98876.39666666667
2557,117238.87666666666
2558,149347.91333333333
2559,123143.86666666667
2560,125547.72333333333
2561,130028.74888888888
2562,125625.51
2563,139157.68333333332
2564,166051.16666666666
2565,120352.39333333333
2566,145359.02666666667
2567,123688.91666666667
2568,178502.10666666666
2569,184733.8
2570,125881.87852380952
2571,173513.87666666668
2572,188022.63666666666
2573,246840.94333333333
2574,301065.38333333336
2575,126983.74833333334
2576,134746.49333333335
2577,156113.77
2578,97387.78333333334
2579,67823.80333333333
2580,134126.33333333334
2581,134332.84666666668
2582,112960.90333333334
2583,244528.97666666665
2584,161147.27666666667
2585,191997.55666666667
2586,194249.45666666667
2587,192988.47666666665
2588,143342.72666666665
2589,144474.5
2590,232786.37333333332
2591,212243.0
2592,240884.56666666668
2593,257079.24
2594,176800.95
2595,210728.34
2596,341127.6566666667
2597,196814.45
2598,280362.0266666667
2599,338205.4033333333
2600,154191.23
2601,139915.92166666666
2602,79910.50888888889
2603,90005.75333333333
2604,80017.92555555554
2605,82081.95333333334
2606,142740.01666666666
2607,165822.58
2608,193996.56333333332
2609,164712.46
2610,107227.11
2611,136022.39
2612,149951.31333333332
2613,125450.3
2614,125518.83333333333
2615,144261.56
2616,134067.13666666666
2617,168905.66666666666
2618,175671.84666666668
2619,250596.86
2620,177981.3
2621,181004.63333333333
2622,189888.76666666666
2623,247120.67333333334
2624,285410.36333333334
2625,316350.81333333335
2626,165924.73
2627,180415.71666666667
2628,409136.9666666667
2629,450684.46
2630,343174.74333333335
2631,461446.44666666666
2632,403881.67
2633,304172.7833333333
2634,354569.56
2635,148658.00333333333
2636,187076.0
2637,157077.8
2638,256183.84
2639,187374.27333333335
2640,149583.95666666667
2641,117028.83333333333
2642,195605.08666666667
2643,115062.7951111111
2644,133606.55333333334
2645,92149.85761904763
2646,91881.21428571428
2647,91406.56396825398
2648,141339.66666666666
2649,142805.0
2650,145407.61666666667
2651,165727.18333333332
2652,427528.32666666666
2653,263761.1
2654,256829.53
2655,359520.96
2656,315150.50333333336
2657,315206.43333333335
2658,281634.9733333333
2659,315843.25
2660,331560.50666666665
2661,336304.99666666664
2662,340120.33666666667
2663,275709.56
2664,280132.81333333335
2665,330799.1433333333
2666,291877.67333333334
2667,167652.09
2668,171954.46111111113
2669,177385.03666666665
2670,281755.65
2671,171954.46111111113
2672,190056.36833333335
2673,197035.34333333332
2674,188179.97833333333
2675,175996.32833333334
2676,194206.45
2677,188646.37666666668
2678,260273.15
2679,280151.77
2680,274533.66
2681,424048.2033333333
2682,324199.4066666667
2683,532070.37
2684,308267.1666666667
2685,351477.83
2686,263792.43666666665
2687,268006.9
2688,223904.87
2689,222368.28666666665
2690,480689.5833333333
2691,198090.73333333334
2692,127261.34
2693,193964.93
2694,129592.24333333333
2695,191161.17833333334
2696,185282.31468253967
2697,202254.66666666666
2698,192159.16666666666
2699,178255.82333333333
2700,172050.83333333334
2701,151848.21377777777
2702,132318.47666666665
2703,151760.36333333334
2704,144679.72666666665
2705,129075.66666666667
2706,121193.86
2707,126368.72
2708,131338.91666666666
2709,105255.5
2710,121810.60666666667
2711,275986.38
2712,363318.4166666667
2713,179686.02666666667
2714,147965.085
2715,172782.13444444444
2716,149444.98
2717,176129.1611111111
2718,240440.54333333333
2719,152630.01666666666
2720,153206.16333333333
2721,144088.74333333335
2722,170412.29333333333
2723,149249.77166666667
2724,123972.33333333333
2725,134815.1
2726,138531.73666666666
2727,166027.57333333333
2728,166046.83333333334
2729,154409.34
2730,133576.31
2731,109192.59333333334
2732,122128.33333333333
2733,160959.46666666667
2734,162113.33333333334
2735,130344.66666666667
2736,146944.97
2737,121382.5
2738,140084.18333333332
2739,161103.44
2740,143185.66666666666
2741,147272.35666666666
2742,155566.95666666667
2743,146423.44
2744,149488.08333333334
2745,143226.91666666666
2746,131408.16666666666
2747,159772.37333333332
2748,119862.59333333334
2749,126489.16333333333
2750,135908.6
2751,121088.08333333333
2752,237002.68
2753,148525.13333333333
2754,197222.46666666667
2755,128809.0
2756,80824.60666666667
2757,71174.7
2758,74964.91714285714
2759,161334.91666666666
2760,140759.64
2761,143373.08333333334
2762,149156.16666666666
2763,193986.66
2764,159724.31666666668
2765,278636.80666666664
2766,138380.38666666666
2767,93091.86190476191
2768,136186.04666666666
2769,137117.41666666666
2770,148751.31
2771,118543.27666666667
2772,113308.08333333333
2773,132530.38333333333
2774,132391.24333333335
2775,137922.6
2776,147347.48333333334
2777,147597.56333333332
2778,125787.50666666667
2779,107984.87333333334
2780,113243.53333333334
2781,102977.33333333333
2782,96617.16222222222
2783,96076.77666666667
2784,126875.16666666667
2785,138959.20333333334
2786,53934.44666666666
2787,113011.31333333334
2788,78643.50666666667
2789,231928.31333333332
2790,93230.38666666667
2791,129592.86666666667
2792,89564.89333333333
2793,156819.65333333332
2794,102344.24333333333
2795,118950.63
2796,102264.57
2797,213437.73333333334
2798,118106.01333333334
2799,117165.14666666667
2800,90292.33333333333
2801,112559.5
2802,128944.0
2803,161737.19666666666
2804,151038.67333333334
2805,100129.97666666667
2806,103575.94
2807,146060.3
2808,142780.02
2809,131000.83333333333
2810,137856.76666666666
2811,159335.24666666667
2812,148336.66666666666
2813,183406.25666666665
2814,179450.30333333334
2815,111871.24666666667
2816,252262.18666666668
2817,138510.31
2818,126814.03333333334
2819,173196.81666666668
2820,129447.82666666666
2821,114494.87666666666
2822,171739.94
2823,236050.74666666667
2824,179768.78
2825,155242.05333333334
2826,137557.29666666666
2827,136541.66666666666
2828,206744.02666666667
2829,180635.05333333334
2830,238878.50666666665
2831,192311.06666666668
2832,214969.54666666666
2833,282301.6566666667
2834,223605.95333333334
2835,229221.72666666665
2836,191439.76666666666
2837,163446.83333333334
2838,150312.66333333333
2839,177538.54666666666
2840,184786.21666666667
